source,target
MarabesiLeila,JoaquinTeixeira
Elianadiniz85,linapaulaqueir1
_PebblesF,OBrizolulista
Elianadiniz85,GleissonOpus
Elianadiniz85,NikoIasFerreira
PatGouveiataoky,DruzianMonica
_PebblesF,lazarorosa25
Elianadiniz85,LeandroMTakano
Elianadiniz85,SusiLoba
ItalobomVictor,MarcianoBrito13
Antonio72990641,Danicarlasou
Valdete51335983,NikoIasFerreira
_PebblesF,ElzaAugusta
anisioamaral,MauricioCostaRS
IvanMor44139289,Elainnefaria1
alexbrselva,JoaquinTeixeira
Elianadiniz85,AspasDireita
PatGouveiataoky,E_PaKabah
Cristia46974199,_Janoninho
catarinabioband,_Janoninho
CelloCastro,_Janoninho
rosenilda_sutil,Lindasod
Elianadiniz85,camilapa21
anisioamaral,Danicarlasou
wagnerlbc,MarloneBHMG
PatGouveiataoky,BaraoFarias
millemoreira,Tio_Mou
Valdete51335983,Suzano_info
wagnerlbc,Karinegtoledo
IvanMor44139289,Suzano_info
dudapupe,MauricioCostaRS
Elianadiniz85,LeoewalF
_RuthMartins,MauricioCostaRS
Charles07683213,_Janoninho
Elianadiniz85,AlvesContabeis
PatGouveiataoky,EduPatricioSP
PatGouveiataoky,carlasonzaa
Elianadiniz85,Claudio25924351
wagnerlbc,lugubremonotomo
babyceara,WillianWillCG
FavaWell,DREEZ_171
FavaWell,MarcelaSaraivas
FavaWell,daniduncan
wagnerlbc,FelipeFrazaorj
NadjaUchoa,_Janoninho
ALEGODOYBOTTINI,buarqueana13
PedroGomez2210,sueli06832725
IvanMor44139289,UdaJuris2022
Marcosboniatti,JoaquinTeixeira
Elianadiniz85,aro_marcia
Elianadiniz85,anascherer83
elaneide,_Janoninho
anisioamaral,aro_marcia
ines_fereira,LeandroMTakano
babyceara,lugubremonotomo
Elianadiniz85,leojardels
Elianadiniz85,carlasonzaa
ALEGODOYBOTTINI,cervejadgarrafa
Elianadiniz85,GgmAndrews
AdolphoNeto22,JoaquinTeixeira
FavaWell,RonnyCombate
SoyAlineBatista,MarcianoBrito13
babyceara,vanzuty
Feliped82375579,joaodomenech
AdolphoNeto22,JoaquinTeixeira
IvanMor44139289,Luisoli21929060
wagnerlbc,GleissonOpus
ALEGODOYBOTTINI,CrisSilvaSJC
wagnerlbc,AspasDireita
Fabola07797913,_Janoninho
IsoldaCerqueira,joaodomenech
ramosdopiaty,aro_marcia
wagnerlbc,John_N4varro
Fabola07797913,_Janoninho
ly_sil123,MarloneBHMG
SoyAlineBatista,danielmarks17
lordeCollares,Suzano_info
ALEGODOYBOTTINI,_Janoninho
FavaWell,adamoantonioni
afonsor5hotmai1,_Janoninho
rosenilda_sutil,Elainnefaria1
SapoBoidas12,AspasDireita
Cleidedpaula,queenvermelha13
wagnerlbc,AlvesContabeis
Cleidedpaula,_Janoninho
babyceara,AlexJrIC12
neveswalter1,Elainnefaria1
SapoBoidas12,MarloneBHMG
Cleidedpaula,Solphis_chan
babyceara,goncalves273
juracema_de,_Janoninho
SoyAlineBatista,tuittage
MarabesiLeila,MarloneBHMG
IsoldaCerqueira,CarlosS48442375
Cristia46974199,_Janoninho
CostaReservista,Tio_Mou
MarabesiLeila,vanete_araujo
aguaeoleo,LeandroMTakano
SapoBoidas12,joaovoltou
SoyAlineBatista,JRBRONKO
SergoPamboukian,BrunoCalixto22
IamDudiKk,lazarorosa25
Ricardohmoreir1,Suzano_info
SoyAlineBatista,MarcianoBrito13
IamDudiKk,DREEZ_171
IamDudiKk,cesarcalejon1
IamDudiKk,joaodomenech
mandinhaeeyru,Suzano_info
IamDudiKk,cassiooliveir_
twitaali,Elainnefaria1
edvaldo_fonseca,queenvermelha13
twitaali,BrunoCalixto22
pudim301,_Janoninho
edvaldo_fonseca,Solphis_chan
DruzianMonica,marcoaurelio969
abnersantosfre,Suzano_info
mariahconrado,joaodomenech
rooseveltribam3,joaodomenech
edy5713,MauricioCostaRS
rooseveltribam3,_Janoninho
Cristia46974199,_Janoninho
LucyVinhais,Paulo_Dupont
Fernand62758274,BrunoCalixto22
SapoBoidas12,carlasonzaa
AnnieDuarte14,arrudamarlon_
Geovana_alves33,Suzano_info
SapoBoidas12,vanzuty
BezzParisi,lazarorosa25
Fernand62758274,Suzano_info
MarcusM28711650,JoaquinTeixeira
jjsouzas,JoaquinTeixeira
MarabesiLeila,linapaulaqueir1
Reginal14480771,JoaquinTeixeira
BezzParisi,cervejadgarrafa
BezzParisi,DREEZ_171
juracema_de,zurenemanique
CarlosDrum9,John_N4varro
BezzParisi,CrisSilvaSJC
Douglas70211690,Danicarlasou
MarabesiLeila,AlvesContabeis
pudim301,_Janoninho
analucasdel,jeje_cricri
DruzianMonica,ddavidsantoss
marioasouza72,kelvin_a10
pudim301,_Janoninho
Fabola07797913,_Janoninho
Geovana_alves33,Suzano_info
BezzParisi,MarcelaSaraivas
SapoBoidas12,CPavanJau
LeilaRa43763062,jeizi_elen
twitaali,AppelLuciano
Juu21Ary30,Suzano_info
BlendaKelly3,jeje_cricri
Reginal14480771,MarloneBHMG
Geovana_alves33,John_N4varro
SuelyCristinaR1,EduPatricioSP
marioasouza72,_Janoninho
SapoBoidas12,Elilima001
Geovana_alves33,goncalves273
marioasouza72,queenvermelha13
SapoBoidas12,anascherer83
vennicio,LeandroMTakano
MarabesiLeila,GgmAndrews
TainarhLauren,Danicarlasou
SergoPamboukian,GleissonOpus
Geovana_alves33,lugubremonotomo
MarabesiLeila,_winston_br
TainarhLauren,Suzano_info
MarabesiLeila,HelenaMeis
AstralSandro,_Janoninho
SuelyCristinaR1,IvairSouza4
MacielRafante,JoaquinTeixeira
MarabesiLeila,lira9344529
lucami1100,Danicarlasou
TiagoErnane,DCDM115
MarabesiLeila,BaraoFarias
TainarhLauren,GleissonOpus
Geovana_alves33,aro_marcia
Cristia46974199,_Janoninho
MarabesiLeila,Elilima001
f_taniaferrari,vanzuty
lucami1100,CinthiaMagal
SuelyCristinaR1,ApenasTruthNews
AstralSandro,_Janoninho
Katiasimonegar1,claudiofalatudo
Reginal14480771,UdaJuris2022
AstralSandro,joaodomenech
juracema_de,VanessaCruzs2
ElaineC27682379,buarqueana13
lucami1100,John_N4varro
Reginal14480771,Pittyprovesi
Reginal14480771,aro_marcia
humbertob209,MauricioCostaRS
LopesDonizetti,MauricioCostaRS
Geovana_alves33,marianelazaro
DanielD61417722,mjmacul_lima
SoyAlineBatista,OBrizolulista
LibiaMedina16,jeje_cricri
anicaferrero,MauricioCostaRS
EliArthur174,UdaJuris2022
Katiasimonegar1,marcosaraujjoo
elianefernandas,_Janoninho
lucas_simon1324,Suzano_info
elianefernandas,cesarcalejon1
humbertob209,Suzano_info
elianefernandas,lazarorosa25
MarabesiLeila,FranLSNeto
clarahcantunes,LeandroMTakano
lucas_simon1324,FelipZimmer
clarahcantunes,AndreaDamasce18
LopesDonizetti,mjmacul_lima
analucasdel,_Janoninho
Reginal14480771,WillianWillCG
Katiasimonegar1,lucivaniasousa
humbertob209,JoaquinTeixeira
Niraholanda,DielNascimento4
LARYERFERSON,SantosClara14
GuedesMyrna,_Janoninho
rooseveltribam3,joaodomenech
DanielD61417722,DireitaMaria
DruzianMonica,NikoIasFerreira
AlexBri51894122,_Janoninho
MacielRafante,MauricioCostaRS
DanielD61417722,Gerlanecostaf
AlexBri51894122,_Janoninho
SoyAlineBatista,_Janoninho
AlexBri51894122,_Janoninho
paulorgdiniz,UdaJuris2022
DruzianMonica,PovoEosupremoBr
Katiasimonegar1,queenvermelha13
Niraholanda,CornetaCritica
betobraga14,Suzano_info
Melo_Brasil_,cervejadgarrafa
rosinha_br,Tio_Mou
AlexBri51894122,_Janoninho
CelloCastro,_Janoninho
AlexBri51894122,_Janoninho
MacielRafante,Danicarlasou
dayserp1,_Janoninho
MarabesiLeila,EstelaEuMesmaSC
humbertob209,CinthiaMagal
bozo_bot,marcosaraujjoo
orgulho_2,GgmAndrews
marhean40,lazarorosa25
MarcoAntnioDu1,daniduncan
DruzianMonica,Gerlanecostaf
Melo_Brasil_,claudiofalatudo
rosinha_br,Luisoli21929060
RoberttGarcia33,UdaJuris2022
neveswalter1,mjmacul_lima
zurenemanique,_Janoninho
orgulho_2,joaoeliud
MacielRafante,Wallcostajf
rosinha_br,Elainnefaria1
MarcoAntnioDu1,cesarcalejon1
marhean40,joaodomenech
DruzianMonica,HelenaMeis
rluiz99,MauricioCostaRS
josue_aron13,claudiofalatudo
MarcoAntnioDu1,cervejadgarrafa
marhean40,MarcelaSaraivas
Reginal14480771,sueli06832725
CrisMFFreitas,Fiuzafirmao2
MarcoAntnioDu1,MarcelaSaraivas
MacielRafante,Kaiqueporto32
betobraga14,Wallcostajf
Chriscyszk,jeizi_elen
MarcoAntnioDu1,joaodomenech
Reginal14480771,FelipeFrazaorj
InesveronicaDe2,marcosaraujjoo
marhean40,_Janoninho
TaiWaleska,Wallcostajf
DruzianMonica,FranLSNeto
MacielRafante,aro_marcia
marhean40,EdsonFilho74
Katiasimonegar1,profalexmarcelo
Katiasimonegar1,Neg_POETA
Melo_Brasil_,_Janoninho
ZeliVanderlei,_Janoninho
andrew_cid,PatriaAmada0709
andrew_cid,IvairSouza4
Reginal14480771,KaiolOof
ZeliVanderlei,MarcelaSaraivas
Melo_Brasil_,CrisSilvaSJC
LirioLirioli,buarqueana13
BiaPinh45102496,_Janoninho
ZeliVanderlei,buarqueana13
CValgueredo,_Janoninho
VidorLu,_Janoninho
CValgueredo,_Janoninho
MatildeMarly,JoaquinTeixeira
VidorLu,_Janoninho
BiaPinh45102496,Solphis_chan
GuedesMyrna,_Janoninho
Reginal14480771,Wagner_R_O
Aicram39552326,_Janoninho
Reginal14480771,cpavanini
josue_aron13,cesarcalejon1
ClaudineiGalan,Danicarlasou
SoyAlineBatista,simonegmoreno
claudiadotta1,JoaquinTeixeira
ROBERTA57596546,MarcelaSaraivas
josue_aron13,_Janoninho
rosinha_br,LeoniceMariana1
ROBERTA57596546,_Janoninho
ROBERTA57596546,lazarorosa25
ROBERTA57596546,_Janoninho
betobraga14,Andrisa01
Reginal14480771,camilapa21
ROBERTA57596546,CarlosS48442375
MarcoAntnioDu1,buarqueana13
Gilsonsousa22,FelipZimmer
ROBERTA57596546,_Janoninho
betobraga14,linapaulaqueir1
VidorLu,LucianaMSSanch1
MarcoAntnioDu1,EdsonFilho74
Reginal14480771,Claudio25924351
NadjaUchoa,_Janoninho
ROBERTA57596546,_Janoninho
VidorLu,danielmarks17
ROBERTA57596546,cesarcalejon1
ROBERTA57596546,joaodomenech
orgulho_2,FelipeFrazaorj
VoltaPicanha,lolaescreva
VidorLu,marcosaraujjoo
ROBERTA57596546,_Janoninho
renatarecreio,Gerlanecostaf
elianefernandas,queenvermelha13
ROBERTA57596546,_Janoninho
Mc_Dagora,_Janoninho
ROBERTA57596546,marcosaraujjoo
MarcoAntnioDu1,marcosaraujjoo
orgulho_2,WillianWillCG
ROBERTA57596546,OBrizolulista
FabyaneSimoes,JoaquinTeixeira
Gilsonsousa22,Danicarlasou
VoltaPicanha,buarqueana13
fmarianoc,claudiofalatudo
ROBERTA57596546,_Janoninho
VidorLu,Robi73589635
MarcoAntnioDu1,joaodomenech
ROBERTA57596546,EdsonFilho74
VALFERREIRAR,BrunoCalixto22
VidorLu,winsletpaulson
VoltaPicanha,EdsonFilho74
ROBERTA57596546,RonnyCombate
MarcoAntnioDu1,lolaescreva
VidorLu,profalexmarcelo
AstralSandro,_Janoninho
MarcoAntnioDu1,joaodomenech
DruzianMonica,Karinegtoledo
LirioLirioli,queenvermelha13
VidorLu,VanessaCruzs2
MarcoAntnioDu1,kelvin_a10
elianefernandas,Solphis_chan
VoltaPicanha,euailze
VidorLu,OBrizolulista
VidorLu,CamilaPazCosta1
elianefernandas,cunha_dil
MarcoAntnioDu1,queenvermelha13
VidorLu,canalcoerencia
WanSilva0616,Danicarlasou
bubuzinha,ZeliVanderlei
MarcoAntnioDu1,_Janoninho
CarolRi92672510,Wallcostajf
VidorLu,OBrizolulista
ROBERTA57596546,joaodomenech
VidorLu,JRBRONKO
fmarianoc,marcosaraujjoo
ROBERTA57596546,DREEZ_171
VidorLu,ZeliVanderlei
gyyovanna,JoaquinTeixeira
VidorLu,MarcianoBrito13
ROBERTA57596546,euailze
gyyovanna,Danicarlasou
VidorLu,SamuraiChines
fmarianoc,queenvermelha13
WanSilva0616,FelipZimmer
VidorLu,Rosaniba
GirassolBrecho,claudiofalatudo
ROBERTA57596546,_Janoninho
VidorLu,gonagipe
WanSilva0616,JoaquinTeixeira
ROBERTA57596546,buarqueana13
LibiaMedina16,VanessaCruzs2
VidorLu,joaodomenech
MarcoAntnioDu1,M_Cristian18
ROBERTA57596546,oicram2016
VidorLu,marcosaraujjoo
VidorLu,marcosaraujjoo
fmarianoc,profalexmarcelo
ROBERTA57596546,_Janoninho
MarcoAntnioDu1,_Janoninho
VidorLu,OsBrizolistas
ROBERTA57596546,_Janoninho
ROBERTA57596546,marcosaraujjoo
AstralSandro,joaodomenech
Trasherfive,lazarorosa25
daiamorfim,MarcelaSaraivas
VidorLu,consallys
VidorLu,jeje_cricri
daiamorfim,cesarcalejon1
MarcoAntnioDu1,AngelJones_13
SoyAlineBatista,relidafernanda
GirassolBrecho,marcosaraujjoo
daiamorfim,DREEZ_171
VidorLu,relidafernanda
daiamorfim,cervejadgarrafa
daiamorfim,joaodomenech
VALFERREIRAR,Kaiqueporto32
ROBERTA57596546,claudiofalatudo
ItalobomVictor,CamilaPazCosta1
VALFERREIRAR,Luisoli21929060
j_racionais,_Janoninho
VidorLu,Cro_thom
GirassolBrecho,joaodomenech
VidorLu,_Janoninho
Reginal14480771,mjmacul_lima
j_racionais,_Janoninho
ROBERTA57596546,cervejadgarrafa
ROBERTA57596546,cassiooliveir_
GirassolBrecho,kelvin_a10
VidorLu,marcosaraujjoo
VidorLu,marcosaraujjoo
VidorLu,edsozx
DruzianMonica,danoskigil
deniseborba23,cassiooliveir_
SamuelR94976587,mjmacul_lima
DruzianMonica,GgmAndrews
GirassolBrecho,relidafernanda
picrogo,buarqueana13
j_racionais,_Janoninho
GirassolBrecho,Robi73589635
VidorLu,sorayabborges
renatarecreio,belcrischagas
VidorLu,Neg_POETA
Ravelo_Mortimer,JoaquinTeixeira
almir140771,FelipZimmer
carlosmouramelo,joaodomenech
Aicram39552326,_Janoninho
VidorLu,ZellFlorizel
DruzianMonica,mjmacul_lima
newesameth,cesarcalejon1
Rribeirocfilho,MauricioCostaRS
GirassolBrecho,queenvermelha13
almir140771,GleissonOpus
GirassolBrecho,OBrizolulista
VidorLu,Naradmoraes
DruzianMonica,Amoresvidafeliz
daiamorfim,Robi73589635
Reginal14480771,izaiaasp
almir140771,aro_marcia
VidorLu,marcosaraujjoo
VALFERREIRAR,JoaquinTeixeira
GirassolBrecho,joaodomenech
newesameth,_Janoninho
Reginal14480771,cardoso_boni
DruzianMonica,Jacariana
VidorLu,jamlima77
SoyAlineBatista,nordestinanews
VidorLu,RicardaBatista
picrogo,danielmarks17
VidorLu,danielmarks17
GirassolBrecho,rsafllics
Reginal14480771,AlvesContabeis
aguaeoleo,RejaneBP38
VidorLu,sorayabborges
j_racionais,_Janoninho
GirassolBrecho,didizinhailha
Reginal14480771,EstelaEuMesmaSC
GirassolBrecho,winsletpaulson
VidorLu,nandatorres21
Chriscyszk,Gerlanecostaf
IsoldaCerqueira,joaodomenech
GirassolBrecho,OBrizolulista
newesameth,RonnyCombate
picrogo,relidafernanda
almir140771,NikoIasFerreira
l_katiuscia,Danicarlasou
VidorLu,eliiwelton
l_katiuscia,Kaiqueporto32
VidorLu,TelesCombate
VidorLu,danielmarks17
MyCat_mycat2,JoaquinTeixeira
Fernandohjus,Suzano_info
ligiamartalelis,JoaquinTeixeira
almir140771,goncalves273
AvelinoOL_,JoaquinTeixeira
VidorLu,MarcianoBrito13
lurinaldi1702,_Janoninho
VidorLu,MarcianoBrito13
Augustogilbucze,JoaquinTeixeira
VidorLu,MarcianoBrito13
ACrazyDreamer1,lazarorosa25
vpmscelso,Suzano_info
VidorLu,MarcianoBrito13
Carlos_Edu_82,Luisoli21929060
ACrazyDreamer1,cervejadgarrafa
SirleiFlesch,marcosaraujjoo
AvelinoOL_,AndreaDamasce18
Carlos_Edu_82,CinthiaMagal
SirleiFlesch,marcosaraujjoo
VidorLu,marcosaraujjoo
VidorLu,marcosaraujjoo
DiegoCabral90,Luisoli21929060
Carlos_Edu_82,Wallcostajf
VidorLu,tuittage
DiegoCabral90,Suzano_info
DiegoCabral90,CinthiaMagal
bozo_bot,marcosaraujjoo
bozo_bot,marcosaraujjoo
VidorLu,netto41
MyCat_mycat2,Suzano_info
VidorLu,MarcianoBrito13
Fernandohjus,JoaquinTeixeira
ailtoncasares1,buarqueana13
VidorLu,MDu2022
GirassolBrecho,carloscamargo
MyCat_mycat2,Elilima001
NoVuelvenMasEnS,GleissonOpus
almir140771,Elilima001
GirassolBrecho,OBrizolulista
AnaCarol_Balzaq,_Janoninho
costasouzalu,NikoIasFerreira
DiegoCabral90,MauricioCostaRS
VidorLu,ajleal
GirassolBrecho,OBrizolulista
AnaCarol_Balzaq,cassiooliveir_
igormartzell,buarqueana13
GirassolBrecho,gonagipe
picrogo,winsletpaulson
CostaReservista,JoaquinTeixeira
DiegoCabral90,Wallcostajf
AnjoDigital22,JoaquinTeixeira
AnaCarol_Balzaq,DREEZ_171
orgulho_2,joaovoltou
orgulho_2,EMorengueira
newesameth,CornetaCritica
AnjoDigital22,Suzano_info
JeanBarcelos47,lira9344529
EliseuMendonca7,MauricioCostaRS
DiegoCabral90,AppelLuciano
DiegoCabral90,aro_marcia
AnaCarol_Balzaq,DielNascimento4
EliseuMendonca7,JoaquinTeixeira
j_racionais,_Janoninho
orgulho_2,um_forte
DiegoCabral90,marcosaraujjoo
IsoldaCerqueira,joaodomenech
vieiraronnie24,MauricioCostaRS
almir140771,AndreaDamasce18
orgulho_2,Lindasod
ValentimIldeja5,Suzano_info
orgulho_2,DanaButlerr
OliviaM41894619,_Janoninho
SergioAndreassa,vanete_araujo
costasouzalu,Wallcostajf
rosinha_br,KaiolOof
DiegoCabral90,lugubremonotomo
AnaCarol_Balzaq,CamilaPazCosta1
vennicio,LueltonB
orgulho_2,Ebenezer0102
SantanaIsa89,Kaiqueporto32
orgulho_2,addrianomax
RafaelEliezer5,CinthiaMagal
andreco10170325,Suzano_info
RafaelEliezer5,Kaiqueporto32
Selma48426844,buarqueana13
DiegoCabral90,AspasDireita
vpmscelso,RejaneBP38
DiegoCabral90,MarloneBHMG
VarisonAndressa,Suzano_info
orgulho_2,lira9344529
orgulho_2,aro_marcia
Roberta89808625,MauricioCostaRS
orgulho_2,leojardels
OliviaM41894619,_Janoninho
Selma48426844,danielmarks17
DiegoCabral90,FelipeFrazaorj
orgulho_2,DireitaMaria
EliseuMendonca7,Wallcostajf
EliseuMendonca7,AppelLuciano
DiegoCabral90,um_forte
DiegoCabral90,Tio_Mou
orgulho_2,cpavanini
Bete90071388,buarqueana13
orgulho_2,FranLSNeto
Roberta89808625,Suzano_info
GeovannyLucas8,_Janoninho
HumbertoSozo,CinthiaMagal
vha_direta,mjmacul_lima
VarisonAndressa,BrunoCalixto22
aguaeoleo,Lindasod
Bete90071388,danielmarks17
Roberta89808625,Suzano_info
Rribeirocfilho,AspasDireita
CrisHaniel1,cesarcalejon1
GirassolBrecho,marcosaraujjoo
clarahcantunes,arrudamarlon_
orgulho_2,HelenaMeis
Bete90071388,relidafernanda
CrisHaniel1,MarcelaSaraivas
Aicram39552326,RonnyCombate
RealMeDT,Suzano_info
VALFERREIRAR,Claudio25924351
RealMeDT,CinthiaMagal
VALFERREIRAR,linapaulaqueir1
Bete90071388,canalcoerencia
orgulho_2,DadsDaughter777
Bete90071388,_Janoninho
CrisHaniel1,buarqueana13
CrisHaniel1,marcosaraujjoo
Bete90071388,winsletpaulson
RealMeDT,Suzano_info
orgulho_2,Adriana_SNN
AMaluan2022,rogercrist
Bete90071388,_Janoninho
murillomtzz,MauricioCostaRS
AnaPaul00036619,vanete_araujo
Aicram39552326,_Janoninho
Bastos_Gaabi22,BrunoCalixto22
Mil56035912,Danicarlasou
AnaPaul00036619,Suzano_info
Mil56035912,Luisoli21929060
orgulho_2,anascherer83
Mil56035912,JoaquinTeixeira
Mil56035912,CinthiaMagal
Regina90809332,Suzano_info
Cf70Cristina,marcosaraujjoo
Selma48426844,winsletpaulson
Selma48426844,_Janoninho
SandraRosaGoul4,Lano_iss
murillomtzz,Jouberth19
Ricardohmoreir1,JoaquinTeixeira
RealMeDT,Gerlanecostaf
RealMeDT,LeoniceMariana1
WAGNERV06967168,Marta_Camponez
Mil56035912,MauricioCostaRS
Regina90809332,JoaquinTeixeira
Regina90809332,DCDM115
RealMeDT,aro_marcia
RealMeDT,camilapa21
AnaPaul00036619,Elainnefaria1
Cf70Cristina,_Janoninho
renatarecreio,marcoaurelio969
RealMeDT,belcrischagas
gonzaga_marconi,cunha_dil
Cf70Cristina,_Janoninho
Mil56035912,Elainnefaria1
RealMeDT,RejaneBP38
CarloGuida22,UdaJuris2022
RealMeDT,E_PaKabah
Juu21Ary30,MauricioCostaRS
Cf70Cristina,marcosaraujjoo
SirleiFlesch,lazarorosa25
SirleiFlesch,lolaescreva
Juu21Ary30,JoaquinTeixeira
HEY_MALYNE,_Janoninho
DanielD61417722,HelenaMeis
CabruncoRuim,Danicarlasou
Bastos_Gaabi22,Danicarlasou
TEATRO1994,joaodomenech
rosielepamela1,lazarorosa25
Juu21Ary30,JoaquinTeixeira
SirleiFlesch,_Janoninho
newesameth,buarqueana13
rosielepamela1,cervejadgarrafa
SirleiFlesch,joaodomenech
Aicram39552326,_Janoninho
eddie_engels,DREEZ_171
rosielepamela1,claudiofalatudo
juracema_de,_Janoninho
eddie_engels,MarcelaSaraivas
rosielepamela1,MarcelaSaraivas
eddie_engels,cervejadgarrafa
RealMeDT,PatriaAmada0709
ItalobomVictor,_Janoninho
carlosmouramelo,ZellFlorizel
eddie_engels,DielNascimento4
HEY_MALYNE,lazarorosa25
SirleiFlesch,buarqueana13
rosielepamela1,DielNascimento4
eddie_engels,euailze
GuedesMyrna,CarlosS48442375
eddie_engels,EdsonFilho74
rosielepamela1,daniduncan
rosielepamela1,euailze
SirleiFlesch,EdsonFilho74
rosielepamela1,EdsonFilho74
Camisa_amarela3,Luisoli21929060
Lidcar3,relidafernanda
ObservatorioXX,kelvin_a10
rosielepamela1,buarqueana13
Rhcavalieregama,adrianomenino1
rosielepamela1,cesarcalejon1
MarcoRS1984,cunha_dil
rosielepamela1,marcosaraujjoo
SirleiFlesch,cesarcalejon1
Lidcar3,buarqueana13
PomimF,Luisoli21929060
rosielepamela1,nadiaprado7
rosielepamela1,_Janoninho
joaodomenech,_Janoninho
rosielepamela1,joaodomenech
rosielepamela1,relidafernanda
rosielepamela1,cassiooliveir_
Lidcar3,danielmarks17
EdnaApagusmao,Wallcostajf
rosielepamela1,RonnyCombate
PomimF,viniciussexto
rosielepamela1,marcosaraujjoo
EdnaApagusmao,PauloRo67507775
rosielepamela1,kelvin_a10
rosielepamela1,danielmarks17
Maurici80355597,claudiofalatudo
rosielepamela1,Robi73589635
rosielepamela1,joaodomenech
paulophb57,_Janoninho
HEY_MALYNE,_Janoninho
rosielepamela1,CarlosS48442375
rosielepamela1,lucivaniasousa
rosielepamela1,winsletpaulson
rosielepamela1,CornetaCritica
GustavoPecorino,Suzano_info
rosielepamela1,queenvermelha13
Sianny29981440,Wallcostajf
EdnaApagusmao,cpavanini
rosielepamela1,adamoantonioni
AndreaconradoO,queenvermelha13
rosielepamela1,M_Cristian18
Ademir1956Ap,_Janoninho
vand_lei,MauricioCostaRS
CabruncoRuim,BarretoAdriana6
rosielepamela1,_Janoninho
vand_lei,JoaquinTeixeira
Lidcar3,canalcoerencia
MarcoRS1984,_Janoninho
rosielepamela1,canalcoerencia
rosielepamela1,_Janoninho
josue_aron13,buarqueana13
Flavio37294199,buarqueana13
rosielepamela1,oicram2016
paulophb57,_Janoninho
rosielepamela1,profalexmarcelo
Flavio37294199,relidafernanda
rosielepamela1,consallys
Flavio37294199,danielmarks17
rosielepamela1,joaodomenech
Luciene15018770,buarqueana13
rosielepamela1,joaodomenech
SergioAndreassa,Danicarlasou
Luciene15018770,relidafernanda
BobNoza,_Janoninho
rosielepamela1,CornetaCritica
csilvarego,marcosaraujjoo
Luciene15018770,danielmarks17
Rhcavalieregama,Christi59322080
rosielepamela1,_Janoninho
SergioAndreassa,Luisoli21929060
katiymaia,relidafernanda
rosielepamela1,rsafllics
SergioAndreassa,Kaiqueporto32
rosielepamela1,_Janoninho
rosielepamela1,VanessaCruzs2
Maurici80355597,consallys
rosielepamela1,ZeliVanderlei
Crislai17825672,DREEZ_171
amgelfer,EdsonFilho74
rosielepamela1,velhodoriorj
Crislai17825672,daniduncan
Lidcar3,lazarorosa25
rosielepamela1,OBrizolulista
Crislai17825672,claudiofalatudo
MarcoRS1984,_Janoninho
Lidcar3,DREEZ_171
Maurici80355597,cervejadgarrafa
rosielepamela1,MarcianoBrito13
Crislai17825672,cervejadgarrafa
WAGNERV06967168,Jouberth19
Luciene15018770,canalcoerencia
rosielepamela1,OBrizolulista
Lidcar3,MarcelaSaraivas
rosielepamela1,lolaescreva
renatarecreio,almacigana7
rosielepamela1,marcosaraujjoo
rosielepamela1,CamilaPazCosta1
Maurici80355597,marcosaraujjoo
CabruncoRuim,Amoresvidafeliz
Lidcar3,DielNascimento4
SrtaElisMontei1,Suzano_info
Lidcar3,joaodomenech
Lidcar3,euailze
Lidcar3,EdsonFilho74
Maurici80355597,marcosaraujjoo
hiago9911,consallys
hiago9911,joaodomenech
Lidcar3,cesarcalejon1
hiago9911,euailze
Flavio37294199,canalcoerencia
Rhcavalieregama,lira9344529
lelacohen,Suzano_info
cmbortowski,OBrizolulista
karindelrio2904,Luisoli21929060
CarloGuida22,Suzano_info
MassisanaLima,Amoresvidafeliz
karindelrio2904,CinthiaMagal
HEY_MALYNE,_Janoninho
fastasna,Jouberth19
lelacohen,John_N4varro
Nichola67189482,CinthiaMagal
Melo_Brasil_,_Janoninho
IsoldaCerqueira,joaodomenech
karindelrio2904,Wallcostajf
lelacohen,Luisoli21929060
fastasna,botdosul
CabruncoRuim,MeirocaSoares
lelacohen,LeoniceMariana1
Crislai17825672,queenvermelha13
Crislai17825672,buarqueana13
Anasci75,cpavanini
Flavio37294199,_Janoninho
Charles07683213,buarqueana13
Elaine54826890,JoaquinTeixeira
andreco10170325,Jouberth19
Maurici80355597,Robi73589635
Elaine54826890,FelipZimmer
DianaBo78466286,CinthiaMagal
wagnerlbc,AdrianeNelci
DianaBo78466286,FelipZimmer
mae_tarjapreta,DielNascimento4
lucsandart,JoaquinTeixeira
miniondestro,Elilima001
catarinabioband,cervejadgarrafa
catarinabioband,claudiofalatudo
catarinabioband,claudiofalatudo
Tom_Strenge,vanete_araujo
lucsandart,Suzano_info
thiagom23972049,lugubremonotomo
Charles07683213,relidafernanda
Trasherfive,DREEZ_171
myagaucha,LeandroMTakano
Charles07683213,danielmarks17
miniondestro,psy_fps
Crislai17825672,canalcoerencia
MarcelaPaolla,Luisoli21929060
joaodomenech,EdsonFilho74
catarinabioband,marcosaraujjoo
Trasherfive,claudiofalatudo
thiagom23972049,goncalves273
Clvis45394795,MauricioCostaRS
Trasherfive,euailze
Clvis45394795,JoaquinTeixeira
catarinabioband,Robi73589635
catarinabioband,kelvin_a10
Mauro46431491,joaodomenech
catarinabioband,marcosaraujjoo
amgelfer,_Janoninho
Crislai17825672,relidafernanda
MarcelaPaolla,CinthiaMagal
Clvis45394795,JoaquinTeixeira
SamuelR94976587,MauricioCostaRS
catarinabioband,queenvermelha13
